stage_a_train_rmse,stage_a_train_r2,stage_a_test_rmse,stage_a_test_r2,stage_b_train_rmse,stage_b_train_r2,stage_b_test_rmse,stage_b_test_r2,residual_residual_mean,residual_residual_std,residual_residual_skew,pairwise_accuracy,pairwise_pairs,iteration,train_count,test_count,stage_a_gap_rmse,stage_b_gap_rmse
1.0105148866793041,0.8430278832182243,1.0199106365748893,0.8334653259737073,1.0024177827172338,0.015961493748643085,1.0100728469041125,0.019189862280458936,0.001280914348760026,1.0227435121829287,-0.33732486421779945,0.5516098484848485,6336,27,13395,4996,0.009395749895585226,0.007655064186878668
1.013532695302252,0.838110708101151,1.0291564189167122,0.8368789541559697,1.0016630663204114,0.023285140301490204,1.0236595558389223,0.010651340641865459,-0.0058320092263136145,1.0231392441630196,-0.25554104763771907,0.5309153713298791,5790,28,13395,4911,0.015623723614460072,0.021996489518510964
1.0286826447406723,0.8344101040277672,1.0335025196987107,0.8342218010477467,1.0196567536847874,0.017471459270337664,1.0241310550564708,0.017614945498488854,-0.005334579084705575,1.0316796790939258,0.47425715749743236,0.5357913967779439,6021,29,13395,4940,0.004819874958038373,0.004474301371683476
1.0161134664674698,0.8409524152228635,1.0203900066756553,0.8348099354683363,1.0049811195721492,0.02179159182017021,1.0144949261207103,0.011401151509300211,-0.009976673192550247,1.0226349510362487,-0.49807996346058003,0.5321924771263978,5902,30,13395,4970,0.004276540208185464,0.009513806548561154
1.0183924818680903,0.8368801870569486,1.015989758504931,0.8412755892802416,1.0078657850027701,0.020566318039169862,1.0085291165789694,0.014631296238299396,-0.0004758118347279354,1.0225764687221375,-0.17654293128271561,0.5376841384035629,5838,32,13395,4890,-0.002402723363159387,0.0006633315761992442
1.0382955688134885,0.8328630411568501,1.0098592881635866,0.8405336142499603,1.0289248407583829,0.01796876039174433,1.0005556526259392,0.017673775847100837,-0.014406188392628135,1.0267922422888582,0.3365144550287564,0.5440981432360743,6032,33,13395,4908,-0.02843628064990189,-0.028369188132443712
1.0319509943760954,0.833309143972037,1.0108366878802473,0.840787269496593,1.0209462723654859,0.021214272597431694,1.001765664334979,0.017632891578925225,0.00955721100097979,1.0269160961590582,0.4037236076052971,0.5435265948349581,5847,34,13395,4933,-0.021114306495848112,-0.019180608030506807
1.0265019933617883,0.8400753876468088,1.0323027300718617,0.8287811738327604,1.0143643843570072,0.02350867326840267,1.0275462111714837,0.008341526404921695,0.01390039147331529,1.0264998148755404,0.3897877302059918,0.5352090032154341,6220,36,13395,4925,0.0058007367100734175,0.01318182681447655
1.0350286051201876,0.8359445209063942,1.0289583512102003,0.8350671426136642,1.0236003932457711,0.021960977366690115,1.0267871762667593,0.0038605258148677324,-0.007158631749887099,1.0312023109600605,0.5001463998624941,0.5466689501626991,5839,39,13395,4936,-0.006070253909987278,0.003186783020988182
1.019640686010712,0.8361963465136677,1.0003999458350783,0.8444448144598433,1.0102722727191715,0.01829149255629625,0.9906658715991289,0.01868265671275271,-0.008350354337880223,1.0224363232614402,-0.46197258817052556,0.5504014272970562,5605,43,13395,4952,-0.019240740175633597,-0.019606401120042638
1.0209064671409704,0.8372431996747203,0.9944557211022593,0.8445146200182634,1.0111282233568437,0.019064265101649047,0.986649241265028,0.014319597725799826,-0.014251950062351866,1.02201964182139,-0.39790227066918227,0.5401939832319579,6083,46,13395,4930,-0.026450746038711115,-0.02447898209181576
1.0287142535326843,0.8367724873135682,1.0302432196526996,0.8351988098751288,1.0193503981500318,0.01812211345794723,1.0232568726369022,0.013354078763368249,0.0060790424509891,1.0320171110696017,0.5150990392330548,0.5475349150260811,5943,47,13395,4997,0.001528966120015296,0.003906474486870426
