stage_a_train_rmse,stage_a_train_r2,stage_a_test_rmse,stage_a_test_r2,stage_b_train_rmse,stage_b_train_r2,stage_b_test_rmse,stage_b_test_r2,residual_residual_mean,residual_residual_std,residual_residual_skew,pairwise_accuracy,pairwise_pairs,fraction,train_count,test_count,stage_a_gap_rmse,stage_b_gap_rmse
1.4065030304342313e-12,1.0,1.9335147774729808,-0.11657291611212228,1.3726286022371265e-12,0.0,1.933514777473203,-1.1046013548754972,0.968308316666888,1.2659393409161113,0.9520185404205335,,,0.3,2812,4019,1.9335147774715744,1.9335147774718304
0.575647520658351,0.961399382004091,1.526828730233242,0.3037379172657372,0.5756475206583509,0.0,1.5268287302317887,-0.4787243597109112,0.5223023739092606,1.1286464755842949,0.9760285196405378,,,0.5,4688,4019,0.9511812095748909,0.9511812095734378
0.7931204678501349,0.9228802848014167,1.3165832572513858,0.48228737737092975,0.7931204678501349,0.0,1.3165832572509086,-0.16101438873636997,0.26044533167564804,1.070434026793529,0.8041010525904297,,,0.7,6563,4019,0.5234627894012509,0.5234627894007737
0.957016919434769,0.8756808278453473,1.1899724582518945,0.5770725073537732,0.9527452534542368,0.008907120776335486,1.1827144079225207,-0.03539083905996088,0.0765148813816102,1.0296458582156132,0.4368218881641137,0.5547670674814377,15219.0,1.0,9376,4019,0.2329555388171255,0.22996915446828392
